,match_date,team_A,team_B,A_score,B_score,year,winning_team,A_attack,A_defense,A_mid,A_overall,B_attack,B_defense,B_mid,B_overall,A_win_streak,B_win_streak,A_lose_streak,B_lose_streak,h2h_matches,h2h_A_win,h2h_B_win,h2h_tie,h2h_A_goals,h2h_B_goals
18,2007-02-18,Costa Rica,Panama,1,1,2007,Draw,59.0,53.0,54.0,57.0,59.0,53.0,54.0,57.0,1,3,0,0,26,17,4,5,60,19
19,2007-02-28,Mexico,Venezuela,3,1,2007,team_A,78.0,78.0,76.0,78.0,73.83333333333336,70.16666666666666,70.33333333333334,71.5,0,0,3,1,4,4,0,0,9,3
20,2007-03-24,Brazil,Chile,4,0,2007,team_A,84.0,85.0,84.0,85.0,77.2857142857143,73.2857142857143,76.85714285714288,76.7142857142857,0,4,1,0,59,41,7,11,131,52
21,2007-03-24,Costa Rica,New Zealand,4,0,2007,team_A,59.0,53.0,54.0,57.0,64.6,62.2,59.4,64.0,1,0,0,1,0,0,0,0,0,0
22,2007-03-24,Czech Republic,Germany,1,2,2007,team_B,73.7,74.0,73.8,75.8,82.0,83.0,80.0,84.0,4,7,0,0,4,1,3,0,5,8
23,2007-03-24,Greece,Turkey,1,4,2007,team_B,77.0,78.0,78.0,77.0,80.0,74.0,76.0,79.0,0,0,2,1,7,0,5,2,4,11
24,2007-03-24,Japan,Peru,2,0,2007,team_A,59.0,53.0,54.0,57.0,73.42857142857143,68.7142857142857,69.2857142857143,71.2857142857143,2,1,0,0,3,0,2,1,2,4
25,2007-03-24,Korea Republic,Uruguay,0,2,2007,team_B,75.0,75.0,75.0,76.0,78.0,73.0,72.0,77.0,1,1,0,0,4,0,3,1,3,7
26,2007-03-24,Netherlands,Romania,0,0,2007,Draw,81.18181818181819,76.72727272727273,79.45454545454545,80.36363636363636,74.0,72.0,69.0,73.0,5,6,0,0,7,5,0,2,10,1
27,2007-03-24,Belgium,Portugal,0,4,2007,team_B,74.0,75.0,72.0,75.0,78.0,80.0,81.0,81.0,0,2,2,0,14,5,3,6,20,13
28,2007-03-24,Denmark,Spain,1,2,2007,team_B,77.0,75.0,78.0,78.0,85.0,81.0,84.0,85.0,5,1,0,0,13,2,8,3,13,25
29,2007-03-25,Colombia,Switzerland,3,1,2007,team_A,78.57142857142857,75.2857142857143,76.7142857142857,77.57142857142857,76.0,77.0,74.0,76.0,0,1,1,0,3,1,1,1,6,5
30,2007-03-25,Mexico,Paraguay,2,1,2007,team_A,78.0,78.0,76.0,78.0,77.0,72.0,73.0,75.0,1,0,0,1,12,4,3,5,18,10
31,2007-03-28,Chile,Costa Rica,1,1,2007,Draw,77.2857142857143,73.2857142857143,76.85714285714288,76.7142857142857,59.0,53.0,54.0,57.0,0,2,1,0,6,2,4,0,6,6
32,2007-03-28,Colombia,Paraguay,2,0,2007,team_A,78.57142857142857,75.2857142857143,76.7142857142857,77.57142857142857,77.0,72.0,73.0,75.0,1,0,0,2,34,12,15,7,40,41
33,2007-03-28,Austria,France,0,1,2007,team_B,70.0,72.0,67.0,73.0,86.0,83.0,82.0,85.0,3,1,0,0,20,8,10,2,36,34
34,2007-03-28,Denmark,Germany,1,0,2007,team_A,77.0,75.0,78.0,78.0,82.0,83.0,80.0,84.0,0,8,1,0,23,7,14,2,32,49
35,2007-03-28,Italy,Scotland,2,0,2007,team_A,84.0,84.0,84.0,85.0,75.0,73.0,76.0,74.0,2,1,0,0,8,5,1,2,14,3
36,2007-03-28,Ecuador,Mexico,2,4,2007,team_B,70.0,67.0,68.0,70.0,78.0,78.0,76.0,78.0,0,2,1,0,13,1,9,3,11,23
37,2007-03-28,Northern Ireland,Sweden,2,1,2007,team_A,64.0,65.0,68.0,69.0,77.0,73.0,75.0,76.0,3,0,0,4,5,2,3,0,7,5
38,2007-03-28,Portugal,Serbia,1,1,2007,Draw,78.0,80.0,81.0,81.0,77.0,72.0,72.0,77.0,3,0,0,1,0,0,0,0,0,0
39,2007-03-28,Netherlands,Slovenia,1,0,2007,team_A,81.18181818181819,76.72727272727273,79.45454545454545,80.36363636363636,71.0,68.0,70.0,72.0,5,1,0,0,0,0,0,0,0,0
40,2007-03-28,Bolivia,South Africa,1,0,2007,team_A,69.33333333333334,65.33333333333334,63.83333333333334,65.83333333333334,70.18181818181819,68.18181818181819,70.27272727272727,71.18181818181819,1,1,0,0,0,0,0,0,0,0
41,2007-03-28,Iceland,Spain,0,1,2007,team_B,73.0,70.0,75.0,72.0,85.0,81.0,84.0,85.0,0,2,3,0,7,1,5,1,5,8
42,2007-03-28,Norway,Turkey,2,2,2007,Draw,74.0,73.0,74.0,75.0,80.0,74.0,76.0,79.0,0,1,3,0,6,2,3,1,8,7
43,2007-03-28,New Zealand,Venezuela,0,5,2007,team_B,64.6,62.2,59.4,64.0,73.83333333333336,70.16666666666666,70.33333333333334,71.5,0,1,2,0,0,0,0,0,0,0
44,2007-04-18,Argentina,Chile,0,0,2007,Draw,83.0,80.0,79.0,83.0,77.2857142857143,73.2857142857143,76.85714285714288,76.7142857142857,1,0,0,1,76,51,5,20,173,64
45,2007-05-09,Colombia,Panama,4,0,2007,team_A,78.57142857142857,75.2857142857143,76.7142857142857,77.57142857142857,59.0,53.0,54.0,57.0,2,0,0,1,2,0,2,0,2,4
46,2007-05-26,New Zealand,Wales,2,2,2007,Draw,64.6,62.2,59.4,64.0,77.0,68.0,70.0,72.0,0,1,3,0,0,0,0,0,0,0
47,2007-05-30,Austria,Scotland,0,1,2007,team_B,70.0,72.0,67.0,73.0,75.0,73.0,76.0,74.0,0,0,1,1,19,8,5,6,33,24
48,2007-06-01,Brazil,England,1,1,2007,Draw,84.0,85.0,84.0,85.0,84.0,82.0,83.0,85.0,2,1,0,0,21,10,3,8,29,18
49,2007-06-01,Canada,Venezuela,2,2,2007,Draw,68.33333333333333,65.0,70.0,67.66666666666667,73.83333333333336,70.16666666666666,70.33333333333334,71.5,1,3,0,0,0,0,0,0,0,0
50,2007-06-02,Australia,Uruguay,1,2,2007,team_B,75.0,73.0,75.0,76.0,78.0,73.0,72.0,77.0,1,2,0,0,6,3,3,0,3,6
51,2007-06-02,Austria,Paraguay,0,0,2007,Draw,70.0,72.0,67.0,73.0,77.0,72.0,73.0,75.0,0,0,2,3,0,0,0,0,0,0
52,2007-06-02,Belgium,Portugal,1,2,2007,team_B,74.0,75.0,72.0,75.0,78.0,80.0,81.0,81.0,0,3,3,0,15,5,4,6,20,17
53,2007-06-02,Chile,Costa Rica,0,2,2007,team_B,77.2857142857143,73.2857142857143,76.85714285714288,76.7142857142857,59.0,53.0,54.0,57.0,2,2,0,0,7,2,4,1,7,7
54,2007-06-02,Denmark,Sweden,0,3,2007,team_B,77.0,75.0,78.0,78.0,77.0,73.0,75.0,76.0,1,0,0,5,96,36,43,17,162,175
55,2007-06-02,Finland,Serbia,0,2,2007,team_B,72.0,69.0,68.0,74.0,77.0,72.0,72.0,77.0,0,0,1,1,2,1,1,0,3,2
56,2007-06-02,France,Ukraine,2,0,2007,team_A,86.0,83.0,82.0,85.0,76.0,66.0,73.0,75.0,2,3,0,0,3,1,0,2,1,0
57,2007-06-02,Greece,Hungary,2,0,2007,team_A,77.0,78.0,78.0,77.0,68.0,67.0,66.0,68.0,1,1,0,0,15,6,4,5,22,30
58,2007-06-02,Korea Republic,Netherlands,0,2,2007,team_B,75.0,75.0,75.0,76.0,81.18181818181819,76.72727272727273,79.45454545454545,80.36363636363636,0,6,1,0,1,0,1,0,0,5
59,2007-06-02,Iran,Mexico,0,4,2007,team_B,59.0,53.0,54.0,57.0,78.0,78.0,76.0,78.0,4,3,0,0,2,0,2,0,2,5
60,2007-06-02,Romania,Slovenia,2,1,2007,team_A,74.0,72.0,69.0,73.0,71.0,68.0,70.0,72.0,7,0,0,1,5,1,1,3,6,5
61,2007-06-02,Argentina,Switzerland,1,1,2007,Draw,83.0,80.0,79.0,83.0,76.0,77.0,74.0,76.0,1,0,0,1,4,3,0,1,10,1
62,2007-06-02,Czech Republic,Wales,0,0,2007,Draw,73.7,74.0,73.8,75.8,77.0,68.0,70.0,72.0,1,1,0,0,4,1,0,3,5,4
63,2007-06-03,Ecuador,Peru,1,2,2007,team_B,70.0,67.0,68.0,70.0,73.42857142857143,68.7142857142857,69.2857142857143,71.2857142857143,0,0,2,1,36,10,16,10,44,64
64,2007-06-05,Colombia,Japan,0,0,2007,Draw,78.57142857142857,75.2857142857143,76.7142857142857,77.57142857142857,59.0,53.0,54.0,57.0,4,4,0,0,1,1,0,0,1,0
65,2007-06-05,Mexico,Paraguay,0,1,2007,team_B,78.0,78.0,76.0,78.0,77.0,72.0,73.0,75.0,4,0,0,3,13,5,3,5,20,11
66,2007-06-05,Brazil,Turkey,0,0,2007,Draw,84.0,85.0,84.0,85.0,80.0,74.0,76.0,79.0,2,0,0,1,4,3,0,1,6,3
67,2007-06-06,Canada,Costa Rica,2,1,2007,team_A,68.33333333333333,65.0,70.0,67.66666666666667,59.0,53.0,54.0,57.0,1,3,0,0,15,3,7,5,9,15
68,2007-06-06,Croatia,Russia,0,0,2007,Draw,79.0,75.0,73.0,77.0,79.0,77.0,76.0,78.0,7,2,0,0,1,0,0,1,0,0
69,2007-06-06,Ecuador,Peru,2,0,2007,team_A,70.0,67.0,68.0,70.0,73.42857142857143,68.7142857142857,69.2857142857143,71.2857142857143,0,1,3,0,37,10,17,10,45,66
70,2007-06-06,Belgium,Finland,0,2,2007,team_B,74.0,75.0,72.0,75.0,72.0,69.0,68.0,74.0,0,0,4,2,6,3,2,1,18,14
71,2007-06-06,Hungary,Norway,0,4,2007,team_B,68.0,67.0,66.0,68.0,74.0,73.0,74.0,75.0,0,1,1,0,15,7,3,5,32,13
72,2007-06-06,Romania,Slovenia,2,0,2007,team_A,74.0,72.0,69.0,73.0,71.0,68.0,70.0,72.0,8,0,0,2,6,2,1,3,8,6
73,2007-06-06,Iceland,Sweden,0,5,2007,team_B,73.0,70.0,75.0,72.0,77.0,73.0,75.0,76.0,0,1,4,0,12,2,8,2,13,25
74,2007-06-13,Mexico,Panama,1,0,2007,team_A,78.0,78.0,76.0,78.0,59.0,53.0,54.0,57.0,0,1,1,0,5,4,0,1,18,4
75,2007-06-17,Costa Rica,Mexico,0,1,2007,team_B,59.0,53.0,54.0,57.0,78.0,78.0,76.0,78.0,1,1,0,0,33,4,17,12,20,51
76,2007-06-20,Bolivia,Paraguay,0,0,2007,Draw,69.33333333333334,65.33333333333334,63.83333333333334,65.83333333333334,77.0,72.0,73.0,75.0,2,1,0,0,57,12,30,15,58,117
77,2007-06-23,Colombia,Ecuador,3,1,2007,team_A,78.57142857142857,75.2857142857143,76.7142857142857,77.57142857142857,70.0,67.0,68.0,70.0,4,1,0,0,34,14,10,10,37,34
78,2007-06-26,Peru,Uruguay,3,0,2007,team_A,73.42857142857143,68.7142857142857,69.2857142857143,71.2857142857143,78.0,73.0,72.0,77.0,0,3,1,0,55,12,31,12,48,90
79,2007-06-26,Bolivia,Venezuela,2,2,2007,Draw,69.33333333333334,65.33333333333334,63.83333333333334,65.83333333333334,73.83333333333336,70.16666666666666,70.33333333333334,71.5,2,3,0,0,23,12,5,6,54,22
80,2007-06-27,Brazil,Mexico,0,2,2007,team_B,84.0,85.0,84.0,85.0,78.0,78.0,76.0,78.0,2,0,0,1,33,19,8,6,64,30
81,2007-06-27,Chile,Ecuador,3,2,2007,team_A,77.2857142857143,73.2857142857143,76.85714285714288,76.7142857142857,70.0,67.0,68.0,70.0,1,0,0,1,40,23,6,11,86,36
82,2007-06-28,Colombia,Paraguay,0,5,2007,team_B,78.57142857142857,75.2857142857143,76.7142857142857,77.57142857142857,77.0,72.0,73.0,75.0,5,1,0,0,35,13,15,7,42,41
83,2007-06-30,Bolivia,Uruguay,0,1,2007,team_B,69.33333333333334,65.33333333333334,63.83333333333334,65.83333333333334,78.0,73.0,72.0,77.0,2,0,0,1,35,6,23,6,20,85
84,2007-06-30,Peru,Venezuela,0,2,2007,team_B,73.42857142857143,68.7142857142857,69.2857142857143,71.2857142857143,73.83333333333336,70.16666666666666,70.33333333333334,71.5,1,3,0,0,23,16,4,3,45,24
85,2007-07-01,Brazil,Chile,3,0,2007,team_A,84.0,85.0,84.0,85.0,77.2857142857143,73.2857142857143,76.85714285714288,76.7142857142857,0,2,1,0,60,42,7,11,135,52
86,2007-07-01,Ecuador,Mexico,1,2,2007,team_B,70.0,67.0,68.0,70.0,78.0,78.0,76.0,78.0,0,1,2,0,14,1,10,3,13,27
87,2007-07-02,Argentina,Colombia,4,2,2007,team_A,83.0,80.0,79.0,83.0,78.57142857142857,75.2857142857143,76.7142857142857,77.57142857142857,3,0,0,1,26,14,7,5,55,29
88,2007-07-03,Bolivia,Peru,2,2,2007,Draw,69.33333333333334,65.33333333333334,63.83333333333334,65.83333333333334,73.42857142857143,68.7142857142857,69.2857142857143,71.2857142857143,0,0,1,1,34,11,16,7,32,52
89,2007-07-03,Uruguay,Venezuela,0,0,2007,Draw,78.0,73.0,72.0,77.0,73.83333333333336,70.16666666666666,70.33333333333334,71.5,1,4,0,0,22,15,4,3,48,16
90,2007-07-04,Brazil,Ecuador,1,0,2007,team_A,84.0,85.0,84.0,85.0,70.0,67.0,68.0,70.0,1,0,0,3,24,20,2,2,77,19
91,2007-07-04,Chile,Mexico,0,0,2007,Draw,77.2857142857143,73.2857142857143,76.85714285714288,76.7142857142857,78.0,78.0,76.0,78.0,0,2,1,0,17,7,9,1,19,18
92,2007-07-05,Argentina,Paraguay,1,0,2007,team_A,83.0,80.0,79.0,83.0,77.0,72.0,73.0,75.0,4,3,0,0,91,49,14,28,189,95
93,2007-07-07,Brazil,Chile,6,1,2007,team_A,84.0,85.0,84.0,85.0,77.2857142857143,73.2857142857143,76.85714285714288,76.7142857142857,2,0,0,1,61,43,7,11,138,52
94,2007-07-07,Uruguay,Venezuela,4,1,2007,team_A,78.0,73.0,72.0,77.0,73.83333333333336,70.16666666666666,70.33333333333334,71.5,1,4,0,0,23,15,4,4,48,16
95,2007-07-08,Argentina,Peru,4,0,2007,team_A,83.0,80.0,79.0,83.0,73.42857142857143,68.7142857142857,69.2857142857143,71.2857142857143,5,0,0,1,44,29,5,10,89,39
96,2007-07-08,Mexico,Paraguay,6,0,2007,team_A,78.0,78.0,76.0,78.0,77.0,72.0,73.0,75.0,2,0,0,1,14,5,4,5,20,12
97,2007-07-10,Brazil,Uruguay,2,2,2007,Draw,84.0,85.0,84.0,85.0,78.0,73.0,72.0,77.0,3,2,0,0,67,30,20,17,117,89
98,2007-07-11,Korea Republic,Saudi Arabia,1,1,2007,Draw,75.0,75.0,75.0,76.0,73.0,73.0,73.0,73.0,2,2,0,0,11,2,4,5,9,11
99,2007-07-11,Argentina,Mexico,3,0,2007,team_A,83.0,80.0,79.0,83.0,78.0,78.0,76.0,78.0,6,3,0,0,24,9,4,11,31,24
100,2007-07-14,Mexico,Uruguay,3,1,2007,team_A,78.0,78.0,76.0,78.0,78.0,73.0,72.0,77.0,0,2,1,0,16,6,3,7,22,20
101,2007-07-15,Argentina,Brazil,0,3,2007,team_B,83.0,80.0,79.0,83.0,84.0,85.0,84.0,85.0,7,3,0,0,90,33,35,22,146,142
102,2007-07-21,Australia,Japan,1,1,2007,Draw,75.0,73.0,75.0,76.0,59.0,53.0,54.0,57.0,1,6,0,0,14,5,5,4,20,22
103,2007-07-22,Iran,Korea Republic,0,0,2007,Draw,59.0,53.0,54.0,57.0,75.0,75.0,75.0,76.0,6,1,0,0,14,5,6,3,20,22
104,2007-07-25,Japan,Saudi Arabia,2,3,2007,team_B,59.0,53.0,54.0,57.0,73.0,73.0,73.0,73.0,6,5,0,0,8,6,1,1,13,5
105,2007-07-28,Japan,Korea Republic,0,0,2007,Draw,59.0,53.0,54.0,57.0,75.0,75.0,75.0,76.0,0,1,1,0,53,9,28,16,43,81
106,2007-08-22,Austria,Czech Republic,1,1,2007,Draw,70.0,72.0,67.0,73.0,73.7,74.0,73.8,75.8,0,1,2,0,3,1,2,0,3,7
107,2007-08-22,Belgium,Serbia,3,2,2007,team_A,74.0,75.0,72.0,75.0,77.0,72.0,72.0,77.0,0,1,5,0,3,0,2,1,0,3
108,2007-08-22,Bulgaria,Wales,0,1,2007,team_B,74.0,62.0,72.0,74.0,77.0,68.0,70.0,72.0,4,1,0,0,5,3,1,1,7,2
109,2007-08-22,Costa Rica,Peru,1,1,2007,Draw,59.0,53.0,54.0,57.0,73.42857142857143,68.7142857142857,69.2857142857143,71.2857142857143,0,0,1,2,2,1,1,0,4,5
110,2007-08-22,Bolivia,Ecuador,0,1,2007,team_B,69.33333333333334,65.33333333333334,63.83333333333334,65.83333333333334,70.0,67.0,68.0,70.0,0,0,1,4,22,5,7,10,26,35
111,2007-08-22,England,Germany,1,2,2007,team_B,84.0,82.0,83.0,85.0,82.0,83.0,80.0,84.0,2,2,0,0,24,10,9,5,41,30
112,2007-08-22,Greece,Spain,2,3,2007,team_B,77.0,78.0,78.0,77.0,85.0,81.0,84.0,85.0,3,5,0,0,8,1,5,2,7,14
113,2007-08-22,Hungary,Italy,3,1,2007,team_A,68.0,67.0,66.0,68.0,84.0,84.0,84.0,85.0,0,5,2,0,31,6,16,9,48,61
114,2007-08-22,Canada,Iceland,1,1,2007,Draw,68.33333333333333,65.0,70.0,67.66666666666667,73.0,70.0,75.0,72.0,0,0,1,5,0,0,0,0,0,0
115,2007-08-22,Cameroon,Japan,0,2,2007,team_B,79.0,71.0,74.0,77.0,59.0,53.0,54.0,57.0,5,0,0,1,2,0,1,1,0,2
116,2007-08-22,Colombia,Mexico,1,0,2007,team_A,78.57142857142857,75.2857142857143,76.7142857142857,77.57142857142857,78.0,78.0,76.0,78.0,1,1,0,0,21,4,8,9,15,20
117,2007-08-22,Argentina,Norway,1,2,2007,team_B,83.0,80.0,79.0,83.0,74.0,73.0,74.0,75.0,0,2,1,0,1,0,1,0,0,1
118,2007-08-22,Paraguay,Venezuela,1,1,2007,Draw,77.0,72.0,73.0,75.0,73.83333333333336,70.16666666666666,70.33333333333334,71.5,0,0,2,1,15,13,1,1,34,10
119,2007-08-22,Romania,Turkey,2,0,2007,team_A,74.0,72.0,69.0,73.0,80.0,74.0,76.0,79.0,9,0,0,1,21,11,3,7,44,20
120,2007-08-22,Poland,Russia,2,2,2007,Draw,74.0,68.0,71.0,74.0,79.0,77.0,76.0,78.0,0,2,1,0,13,3,7,3,11,26
121,2007-08-22,Scotland,South Africa,1,0,2007,team_A,75.0,73.0,76.0,74.0,70.18181818181819,68.18181818181819,70.27272727272727,71.18181818181819,2,2,0,0,1,0,1,0,0,2
122,2007-08-22,Netherlands,Switzerland,1,2,2007,team_B,81.18181818181819,76.72727272727273,79.45454545454545,80.36363636363636,76.0,77.0,74.0,76.0,8,0,0,1,30,14,14,2,65,59
123,2007-09-07,Austria,Japan,0,0,2007,Draw,70.0,72.0,67.0,73.0,59.0,53.0,54.0,57.0,0,1,2,0,0,0,0,0,0,0
124,2007-09-07,Chile,Switzerland,1,2,2007,team_B,77.2857142857143,73.2857142857143,76.85714285714288,76.7142857142857,76.0,77.0,74.0,76.0,0,1,2,0,2,1,1,0,5,5
125,2007-09-08,Iceland,Spain,1,1,2007,Draw,73.0,70.0,75.0,72.0,85.0,81.0,84.0,85.0,0,6,5,0,8,1,6,1,5,9
126,2007-09-08,France,Italy,0,0,2007,Draw,86.0,83.0,82.0,85.0,84.0,84.0,84.0,85.0,5,0,0,1,32,7,16,9,42,72
127,2007-09-08,Bulgaria,Netherlands,0,2,2007,team_B,74.0,62.0,72.0,74.0,81.18181818181819,76.72727272727273,79.45454545454545,80.36363636363636,0,0,1,1,8,3,3,2,12,14
128,2007-09-08,Colombia,Peru,2,2,2007,Draw,78.57142857142857,75.2857142857143,76.7142857142857,77.57142857142857,73.42857142857143,68.7142857142857,69.2857142857143,71.2857142857143,2,0,0,2,40,13,14,13,47,51
129,2007-09-08,Poland,Portugal,2,2,2007,Draw,74.0,68.0,71.0,74.0,78.0,80.0,81.0,81.0,0,4,1,0,8,3,4,1,7,11
130,2007-09-08,Finland,Serbia,0,0,2007,Draw,72.0,69.0,68.0,74.0,77.0,72.0,72.0,77.0,2,0,0,1,3,1,2,0,3,4
131,2007-09-08,Denmark,Sweden,0,0,2007,Draw,77.0,75.0,78.0,78.0,77.0,73.0,75.0,76.0,0,3,1,0,97,36,44,17,162,178
132,2007-09-08,Paraguay,Venezuela,2,3,2007,team_B,77.0,72.0,73.0,75.0,73.83333333333336,70.16666666666666,70.33333333333334,71.5,0,0,2,1,16,13,1,2,35,11
133,2007-09-08,Germany,Wales,2,0,2007,team_A,82.0,83.0,80.0,84.0,77.0,68.0,70.0,72.0,3,2,0,0,13,6,2,5,21,10
134,2007-09-09,Mexico,Panama,1,0,2007,team_A,78.0,78.0,76.0,78.0,59.0,53.0,54.0,57.0,0,1,1,0,6,5,0,1,19,4
135,2007-09-11,Argentina,Australia,1,0,2007,team_A,83.0,80.0,79.0,83.0,75.0,73.0,75.0,76.0,0,1,2,0,6,4,1,1,11,7
136,2007-09-11,Austria,Chile,0,2,2007,team_B,70.0,72.0,67.0,73.0,77.2857142857143,73.2857142857143,76.85714285714288,76.7142857142857,0,0,2,3,2,1,0,1,2,1
137,2007-09-11,Japan,Switzerland,4,3,2007,team_A,59.0,53.0,54.0,57.0,76.0,77.0,74.0,76.0,1,2,0,0,0,0,0,0,0,0
138,2007-09-12,Canada,Costa Rica,1,1,2007,Draw,68.33333333333333,65.0,70.0,67.66666666666667,59.0,53.0,54.0,57.0,0,0,1,1,16,4,7,5,11,16
139,2007-09-12,Colombia,Paraguay,1,0,2007,team_A,78.57142857142857,75.2857142857143,76.7142857142857,77.57142857142857,77.0,72.0,73.0,75.0,2,0,0,3,36,13,16,7,42,46
140,2007-09-12,England,Russia,3,0,2007,team_A,84.0,82.0,83.0,85.0,79.0,77.0,76.0,78.0,1,3,0,0,12,5,3,4,21,15
141,2007-09-12,Finland,Poland,0,0,2007,Draw,72.0,69.0,68.0,74.0,74.0,68.0,71.0,74.0,2,0,0,1,26,3,17,6,25,62
142,2007-09-12,France,Scotland,0,1,2007,team_B,86.0,83.0,82.0,85.0,75.0,73.0,76.0,74.0,5,4,0,0,14,7,7,0,20,14
143,2007-09-12,Germany,Romania,3,1,2007,team_A,82.0,83.0,80.0,84.0,74.0,72.0,69.0,73.0,4,11,0,0,12,7,2,3,35,17
144,2007-09-12,Iceland,Northern Ireland,2,1,2007,team_A,73.0,70.0,75.0,72.0,64.0,65.0,68.0,69.0,0,0,5,1,5,3,2,0,5,5
145,2007-09-12,Brazil,Mexico,3,1,2007,team_A,84.0,85.0,84.0,85.0,78.0,78.0,76.0,78.0,6,1,0,0,34,19,9,6,64,32
146,2007-09-12,Greece,Norway,2,2,2007,Draw,77.0,78.0,78.0,77.0,74.0,73.0,74.0,75.0,0,4,1,0,6,3,2,1,6,5
147,2007-09-12,Bolivia,Peru,0,2,2007,team_B,69.33333333333334,65.33333333333334,63.83333333333334,65.83333333333334,73.42857142857143,68.7142857142857,69.2857142857143,71.2857142857143,0,0,2,2,35,11,16,8,34,54
148,2007-09-12,Portugal,Serbia,1,1,2007,Draw,78.0,80.0,81.0,81.0,77.0,72.0,72.0,77.0,4,0,0,1,1,0,0,1,1,1
149,2007-09-12,South Africa,Uruguay,0,0,2007,Draw,70.18181818181819,68.18181818181819,70.27272727272727,71.18181818181819,78.0,73.0,72.0,77.0,0,0,2,1,1,0,1,0,3,4
150,2007-09-12,Hungary,Turkey,0,3,2007,team_B,68.0,67.0,66.0,68.0,80.0,74.0,76.0,79.0,2,0,0,2,9,5,3,1,21,10
151,2007-09-12,Italy,Ukraine,2,1,2007,team_A,84.0,84.0,84.0,85.0,76.0,66.0,73.0,75.0,0,1,1,0,5,4,0,1,10,1
152,2007-09-12,Panama,Venezuela,1,1,2007,Draw,59.0,53.0,54.0,57.0,73.83333333333336,70.16666666666666,70.33333333333334,71.5,0,1,1,0,8,0,7,1,7,24
153,2007-10-13,Argentina,Chile,2,0,2007,team_A,83.0,80.0,79.0,83.0,77.2857142857143,73.2857142857143,76.85714285714288,76.7142857142857,1,1,0,0,77,51,5,21,173,64
154,2007-10-13,Belgium,Finland,0,0,2007,Draw,74.0,75.0,72.0,75.0,72.0,69.0,68.0,74.0,1,2,0,0,7,3,3,1,18,16
